"setting","metric","quantile","target_type","target_level","threshold_value","score_mean","score_se","rel_to_gaussian","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","setting_orig","source","model_lane"
10,"brier",0.995,"threshold_quantile",0.995,100.52,0.00463964947068349,0.000186781593714244,1.15122388439049,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0,"score_quantile",0,NA,0.00185472386046576,0.00169440561726015,Inf,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.1,"score_quantile",0.1,NA,6.43920678704299,0.336027411522542,1.46395475201091,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.2,"score_quantile",0.2,NA,8.97623107460615,0.409230164171756,1.23764538094277,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.3,"score_quantile",0.3,NA,10.4646771117839,0.386502943122123,1.13650497580097,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.4,"score_quantile",0.4,NA,11.3456691856956,0.310347985444624,1.08918034951208,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.5,"score_quantile",0.5,NA,11.6006471894238,0.173676607070806,1.06285075718162,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.6,"score_quantile",0.6,NA,11.2150393170943,0.0607483341970472,1.04748587106594,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.7,"score_quantile",0.7,NA,10.144294695791,0.0023571880881148,1.04028107471255,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.8,"score_quantile",0.8,NA,8.2607267466748,0.0185241914267911,1.04015807497506,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.9,"score_quantile",0.9,NA,5.25107051836909,0.0293760049656151,1.04160843618981,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.95,"score_quantile",0.95,NA,3.14092900580904,0.0402703511367275,1.04651585811189,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.98,"score_quantile",0.98,NA,1.51793444349855,0.0469858198874554,1.05155874903524,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.99,"score_quantile",0.99,NA,0.865399655900937,0.0443888780414093,1.05518689220671,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
10,"quantile",0.995,"score_quantile",0.995,NA,0.491185343447122,0.0394040666272696,1.04766695769012,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
11,"brier",0,"threshold_quantile",0,2,0.0387951672852585,0.00979242478609267,271.317391507174,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.1,"threshold_quantile",0.1,28.875,0.130366899213721,0.0116740843221629,3.37089075795715,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.2,"threshold_quantile",0.2,36,0.130104751824862,0.0115743067431135,2.05677827589772,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.3,"threshold_quantile",0.3,41.625,0.119600509565429,0.0105502259084391,1.51486088367532,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.4,"threshold_quantile",0.4,46.5,0.112963138134765,0.00646227085081456,1.26522823188864,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.5,"threshold_quantile",0.5,50.875,0.108413355746353,0.00376093596990965,1.14623078598874,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.6,"threshold_quantile",0.6,55.429,0.106367154064856,0.000777954935727174,1.12459692461885,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.7,"threshold_quantile",0.7,60.125,0.0980688272418893,0.000195266301654243,1.1337722614178,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.8,"threshold_quantile",0.8,65.5,0.0816518881136701,0.00217526737515209,1.14127466820813,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.9,"threshold_quantile",0.9,73.25,0.0515814546370013,0.00149468316413312,1.14511244718763,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.95,"threshold_quantile",0.95,79.75,0.0323951627254161,0.00207080101165432,1.19848335348684,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.98,"threshold_quantile",0.98,88.5,0.015146406527887,0.000780561263237481,1.17303648873879,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.99,"threshold_quantile",0.99,94.75,0.00851914304066257,0.00101388336574384,1.1728652861213,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"brier",0.995,"threshold_quantile",0.995,100.52,0.00473006657902338,0.000244388652875181,1.17365884102593,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0,"score_quantile",0,NA,0.000292133522516733,0.000218178189204054,Inf,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.1,"score_quantile",0.1,NA,7.43274183426392,0.52963817514174,1.68983511301985,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.2,"score_quantile",0.2,NA,9.83598075790556,0.582761777593078,1.35618792017316,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.3,"score_quantile",0.3,NA,11.0557651340491,0.577534061556953,1.20069945320958,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.4,"score_quantile",0.4,NA,11.7427224700534,0.461762543497161,1.1272973285949,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.5,"score_quantile",0.5,NA,11.8507116531617,0.296039268464227,1.08576165174537,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.6,"score_quantile",0.6,NA,11.3800339219547,0.158758583856868,1.06289638479727,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.7,"score_quantile",0.7,NA,10.2526609542266,0.079324901645677,1.05139385989561,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.8,"score_quantile",0.8,NA,8.30023853929247,0.0230126700849951,1.04513324379596,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.9,"score_quantile",0.9,NA,5.25576054357967,0.00742183295250864,1.04253875502826,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.95,"score_quantile",0.95,NA,3.13753844661924,0.0243069976374548,1.04538616878958,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.98,"score_quantile",0.98,NA,1.51695809168556,0.0325667923037611,1.05088237510126,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.99,"score_quantile",0.99,NA,0.859901757244589,0.0330533652886688,1.04848327202695,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
11,"quantile",0.995,"score_quantile",0.995,NA,0.485365366619963,0.032113514788992,1.03525331893301,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
